region,year,month,month_name,date,arrivals
Spain,2016,12,Dec,2016-12-01,3592
Sri Lanka,2016,12,Dec,2016-12-01,12307
Sweden,2016,12,Dec,2016-12-01,4830
Switzerland,2016,12,Dec,2016-12-01,8513
Taiwan,2016,12,Dec,2016-12-01,21454
Thailand,2016,12,Dec,2016-12-01,43619
Total International Visitor Arrivals By Place Of Residence,2016,12,Dec,2016-12-01,1506134
USA,2016,12,Dec,2016-12-01,50542
United Arab Emirates,2016,12,Dec,2016-12-01,7575
United Kingdom,2016,12,Dec,2016-12-01,39465
Vietnam,2016,12,Dec,2016-12-01,35494
West Asia,2016,12,Dec,2016-12-01,14895
Africa,2017,1,Jan,2017-01-01,7040
Americas,2017,1,Jan,2017-01-01,72376
Australia,2017,1,Jan,2017-01-01,115930
Bangladesh,2017,1,Jan,2017-01-01,9712
Belgium & Luxembourg,2017,1,Jan,2017-01-01,2336
Brunei Darussalam,2017,1,Jan,2017-01-01,5297
Canada,2017,1,Jan,2017-01-01,11225
China,2017,1,Jan,2017-01-01,316805
Denmark,2017,1,Jan,2017-01-01,3364
Egypt,2017,1,Jan,2017-01-01,281
Europe,2017,1,Jan,2017-01-01,177009
Finland,2017,1,Jan,2017-01-01,3929
France,2017,1,Jan,2017-01-01,12356
Germany,2017,1,Jan,2017-01-01,37068
Greater China,2017,1,Jan,2017-01-01,389744
Hong Kong SAR,2017,1,Jan,2017-01-01,34436
India,2017,1,Jan,2017-01-01,80062
Indonesia,2017,1,Jan,2017-01-01,254634
Iran,2017,1,Jan,2017-01-01,1421
Israel,2017,1,Jan,2017-01-01,1630
Italy,2017,1,Jan,2017-01-01,6231
Japan,2017,1,Jan,2017-01-01,53377
Kuwait,2017,1,Jan,2017-01-01,1154
Malaysia,2017,1,Jan,2017-01-01,84504
Mauritius,2017,1,Jan,2017-01-01,1142
Myanmar,2017,1,Jan,2017-01-01,9902
Netherlands,2017,1,Jan,2017-01-01,7187
New Zealand,2017,1,Jan,2017-01-01,10778
North Asia,2017,1,Jan,2017-01-01,113643
Norway,2017,1,Jan,2017-01-01,2522
Oceania,2017,1,Jan,2017-01-01,128719
Other Markets In Africa,2017,1,Jan,2017-01-01,1893
Other Markets In Americas,2017,1,Jan,2017-01-01,9589
Other Markets In Europe,2017,1,Jan,2017-01-01,22844
Other Markets In Greater China,2017,1,Jan,2017-01-01,2316
Other Markets In North Asia,2017,1,Jan,2017-01-01,19
Other Markets In Oceania,2017,1,Jan,2017-01-01,2011
Other Markets In South Asia,2017,1,Jan,2017-01-01,3330
Other Markets In Southeast Asia,2017,1,Jan,2017-01-01,6108
Other Markets In West Asia,2017,1,Jan,2017-01-01,2733
Others,2017,1,Jan,2017-01-01,0
Pakistan,2017,1,Jan,2017-01-01,1520
Philippines,2017,1,Jan,2017-01-01,46187
Rep Of Ireland,2017,1,Jan,2017-01-01,1706
Russian Federation,2017,1,Jan,2017-01-01,12262
Saudi Arabia,2017,1,Jan,2017-01-01,1065
South Africa (Rep Of),2017,1,Jan,2017-01-01,3724
South Asia,2017,1,Jan,2017-01-01,100555
South Korea,2017,1,Jan,2017-01-01,60247
Southeast Asia,2017,1,Jan,2017-01-01,478812
Spain,2017,1,Jan,2017-01-01,3529
Sri Lanka,2017,1,Jan,2017-01-01,5931
Sweden,2017,1,Jan,2017-01-01,6232
Switzerland,2017,1,Jan,2017-01-01,9079
Taiwan,2017,1,Jan,2017-01-01,36187
Thailand,2017,1,Jan,2017-01-01,36813
Total International Visitor Arrivals By Place Of Residence,2017,1,Jan,2017-01-01,1480479
USA,2017,1,Jan,2017-01-01,51562
United Arab Emirates,2017,1,Jan,2017-01-01,4578
United Kingdom,2017,1,Jan,2017-01-01,46364
Vietnam,2017,1,Jan,2017-01-01,35367
West Asia,2017,1,Jan,2017-01-01,12581
Africa,2017,2,Feb,2017-02-01,4403
Americas,2017,2,Feb,2017-02-01,68575
Australia,2017,2,Feb,2017-02-01,71416
Bangladesh,2017,2,Feb,2017-02-01,8788
Belgium & Luxembourg,2017,2,Feb,2017-02-01,2431
Brunei Darussalam,2017,2,Feb,2017-02-01,4379
Canada,2017,2,Feb,2017-02-01,11213
China,2017,2,Feb,2017-02-01,268993
Denmark,2017,2,Feb,2017-02-01,4099
Egypt,2017,2,Feb,2017-02-01,312
Europe,2017,2,Feb,2017-02-01,188107
Finland,2017,2,Feb,2017-02-01,3834
France,2017,2,Feb,2017-02-01,16851
Germany,2017,2,Feb,2017-02-01,40022
Greater China,2017,2,Feb,2017-02-01,342756
Hong Kong SAR,2017,2,Feb,2017-02-01,33169
India,2017,2,Feb,2017-02-01,75905
Indonesia,2017,2,Feb,2017-02-01,208853
Iran,2017,2,Feb,2017-02-01,1704
Israel,2017,2,Feb,2017-02-01,1799
Italy,2017,2,Feb,2017-02-01,5320
Japan,2017,2,Feb,2017-02-01,72654
Kuwait,2017,2,Feb,2017-02-01,508
Malaysia,2017,2,Feb,2017-02-01,85058
Mauritius,2017,2,Feb,2017-02-01,908
Myanmar,2017,2,Feb,2017-02-01,9783
Netherlands,2017,2,Feb,2017-02-01,6971
New Zealand,2017,2,Feb,2017-02-01,6928
North Asia,2017,2,Feb,2017-02-01,132843
Norway,2017,2,Feb,2017-02-01,2990
Oceania,2017,2,Feb,2017-02-01,79801
Other Markets In Africa,2017,2,Feb,2017-02-01,1496
Other Markets In Americas,2017,2,Feb,2017-02-01,7992
Other Markets In Europe,2017,2,Feb,2017-02-01,21341
Other Markets In Greater China,2017,2,Feb,2017-02-01,1728
Other Markets In North Asia,2017,2,Feb,2017-02-01,15
Other Markets In Oceania,2017,2,Feb,2017-02-01,1457
Other Markets In South Asia,2017,2,Feb,2017-02-01,2577
Other Markets In Southeast Asia,2017,2,Feb,2017-02-01,5417
Other Markets In West Asia,2017,2,Feb,2017-02-01,2069
Others,2017,2,Feb,2017-02-01,0
Pakistan,2017,2,Feb,2017-02-01,1522
Philippines,2017,2,Feb,2017-02-01,51160
Rep Of Ireland,2017,2,Feb,2017-02-01,1625
Russian Federation,2017,2,Feb,2017-02-01,8949
Saudi Arabia,2017,2,Feb,2017-02-01,835
South Africa (Rep Of),2017,2,Feb,2017-02-01,1687
South Asia,2017,2,Feb,2017-02-01,95038
South Korea,2017,2,Feb,2017-02-01,60174
Southeast Asia,2017,2,Feb,2017-02-01,437738
Spain,2017,2,Feb,2017-02-01,3625
Sri Lanka,2017,2,Feb,2017-02-01,6246
Sweden,2017,2,Feb,2017-02-01,5726
Switzerland,2017,2,Feb,2017-02-01,9867
Taiwan,2017,2,Feb,2017-02-01,38866
Thailand,2017,2,Feb,2017-02-01,38502
Total International Visitor Arrivals By Place Of Residence,2017,2,Feb,2017-02-01,1361010
USA,2017,2,Feb,2017-02-01,49370
United Arab Emirates,2017,2,Feb,2017-02-01,4834
United Kingdom,2017,2,Feb,2017-02-01,54456
Vietnam,2017,2,Feb,2017-02-01,34586
West Asia,2017,2,Feb,2017-02-01,11749
Africa,2017,3,Mar,2017-03-01,5566
Americas,2017,3,Mar,2017-03-01,72468
Australia,2017,3,Mar,2017-03-01,85040
Bangladesh,2017,3,Mar,2017-03-01,10218
Belgium & Luxembourg,2017,3,Mar,2017-03-01,2678
Brunei Darussalam,2017,3,Mar,2017-03-01,7835
Canada,2017,3,Mar,2017-03-01,11493
China,2017,3,Mar,2017-03-01,264711
Denmark,2017,3,Mar,2017-03-01,3182
Egypt,2017,3,Mar,2017-03-01,390
Europe,2017,3,Mar,2017-03-01,188890
Finland,2017,3,Mar,2017-03-01,3101
France,2017,3,Mar,2017-03-01,14751
Germany,2017,3,Mar,2017-03-01,43618
Greater China,2017,3,Mar,2017-03-01,328080
Hong Kong SAR,2017,3,Mar,2017-03-01,33561
India,2017,3,Mar,2017-03-01,85299
Indonesia,2017,3,Mar,2017-03-01,256636
Iran,2017,3,Mar,2017-03-01,8000
Israel,2017,3,Mar,2017-03-01,1633
Italy,2017,3,Mar,2017-03-01,5470
Japan,2017,3,Mar,2017-03-01,82293
Kuwait,2017,3,Mar,2017-03-01,703
Malaysia,2017,3,Mar,2017-03-01,105372
Mauritius,2017,3,Mar,2017-03-01,864
Myanmar,2017,3,Mar,2017-03-01,12656
Netherlands,2017,3,Mar,2017-03-01,6755
New Zealand,2017,3,Mar,2017-03-01,8459
North Asia,2017,3,Mar,2017-03-01,126243
Norway,2017,3,Mar,2017-03-01,2675
Oceania,2017,3,Mar,2017-03-01,95041
Other Markets In Africa,2017,3,Mar,2017-03-01,1553
Other Markets In Americas,2017,3,Mar,2017-03-01,8868
Other Markets In Europe,2017,3,Mar,2017-03-01,20597
Other Markets In Greater China,2017,3,Mar,2017-03-01,1832
Other Markets In North Asia,2017,3,Mar,2017-03-01,8
Other Markets In Oceania,2017,3,Mar,2017-03-01,1542
Other Markets In South Asia,2017,3,Mar,2017-03-01,2671
Other Markets In Southeast Asia,2017,3,Mar,2017-03-01,5308
Other Markets In West Asia,2017,3,Mar,2017-03-01,2262
Others,2017,3,Mar,2017-03-01,0
Pakistan,2017,3,Mar,2017-03-01,2050
Philippines,2017,3,Mar,2017-03-01,61816
Rep Of Ireland,2017,3,Mar,2017-03-01,1738
Russian Federation,2017,3,Mar,2017-03-01,8963
Saudi Arabia,2017,3,Mar,2017-03-01,1111
South Africa (Rep Of),2017,3,Mar,2017-03-01,2759
South Asia,2017,3,Mar,2017-03-01,107296
South Korea,2017,3,Mar,2017-03-01,43942
Southeast Asia,2017,3,Mar,2017-03-01,534535
Spain,2017,3,Mar,2017-03-01,3866
Sri Lanka,2017,3,Mar,2017-03-01,7058
Sweden,2017,3,Mar,2017-03-01,4664
Switzerland,2017,3,Mar,2017-03-01,8197
Taiwan,2017,3,Mar,2017-03-01,27976
Thailand,2017,3,Mar,2017-03-01,47025
Total International Visitor Arrivals By Place Of Residence,2017,3,Mar,2017-03-01,1480161
USA,2017,3,Mar,2017-03-01,52107
United Arab Emirates,2017,3,Mar,2017-03-01,8333
United Kingdom,2017,3,Mar,2017-03-01,58635
Vietnam,2017,3,Mar,2017-03-01,37887
West Asia,2017,3,Mar,2017-03-01,22042
Africa,2017,4,Apr,2017-04-01,7195
Americas,2017,4,Apr,2017-04-01,55814
Australia,2017,4,Apr,2017-04-01,93927
Bangladesh,2017,4,Apr,2017-04-01,8949
Belgium & Luxembourg,2017,4,Apr,2017-04-01,2955
Brunei Darussalam,2017,4,Apr,2017-04-01,4662
Canada,2017,4,Apr,2017-04-01,7684
China,2017,4,Apr,2017-04-01,252135
Denmark,2017,4,Apr,2017-04-01,2977
Egypt,2017,4,Apr,2017-04-01,342
Europe,2017,4,Apr,2017-04-01,163089
Finland,2017,4,Apr,2017-04-01,2492
France,2017,4,Apr,2017-04-01,15681
Germany,2017,4,Apr,2017-04-01,30420
Greater China,2017,4,Apr,2017-04-01,338068
Hong Kong SAR,2017,4,Apr,2017-04-01,53971
India,2017,4,Apr,2017-04-01,109303
Indonesia,2017,4,Apr,2017-04-01,248048
Iran,2017,4,Apr,2017-04-01,922
Israel,2017,4,Apr,2017-04-01,1698
Italy,2017,4,Apr,2017-04-01,5450
Japan,2017,4,Apr,2017-04-01,46245
Kuwait,2017,4,Apr,2017-04-01,436
Malaysia,2017,4,Apr,2017-04-01,94550
Mauritius,2017,4,Apr,2017-04-01,1221
Myanmar,2017,4,Apr,2017-04-01,19610
Netherlands,2017,4,Apr,2017-04-01,6641
New Zealand,2017,4,Apr,2017-04-01,12447
North Asia,2017,4,Apr,2017-04-01,95081
Norway,2017,4,Apr,2017-04-01,3041
Oceania,2017,4,Apr,2017-04-01,108478
Other Markets In Africa,2017,4,Apr,2017-04-01,1843
Other Markets In Americas,2017,4,Apr,2017-04-01,7468
Other Markets In Europe,2017,4,Apr,2017-04-01,17165
Other Markets In Greater China,2017,4,Apr,2017-04-01,1820
Other Markets In North Asia,2017,4,Apr,2017-04-01,7
Other Markets In Oceania,2017,4,Apr,2017-04-01,2104
Other Markets In South Asia,2017,4,Apr,2017-04-01,2456
Other Markets In Southeast Asia,2017,4,Apr,2017-04-01,9116
Other Markets In West Asia,2017,4,Apr,2017-04-01,2602
Others,2017,4,Apr,2017-04-01,0
Pakistan,2017,4,Apr,2017-04-01,1434
Philippines,2017,4,Apr,2017-04-01,81952
Rep Of Ireland,2017,4,Apr,2017-04-01,1731
Russian Federation,2017,4,Apr,2017-04-01,6616
Saudi Arabia,2017,4,Apr,2017-04-01,928
South Africa (Rep Of),2017,4,Apr,2017-04-01,3789
South Asia,2017,4,Apr,2017-04-01,134505
South Korea,2017,4,Apr,2017-04-01,48829
Southeast Asia,2017,4,Apr,2017-04-01,555812
Spain,2017,4,Apr,2017-04-01,4391
Sri Lanka,2017,4,Apr,2017-04-01,12363
Sweden,2017,4,Apr,2017-04-01,3662
Switzerland,2017,4,Apr,2017-04-01,11697
Taiwan,2017,4,Apr,2017-04-01,30142
Thailand,2017,4,Apr,2017-04-01,58504
Total International Visitor Arrivals By Place Of Residence,2017,4,Apr,2017-04-01,1470750
USA,2017,4,Apr,2017-04-01,40662
United Arab Emirates,2017,4,Apr,2017-04-01,6122
United Kingdom,2017,4,Apr,2017-04-01,48170
Vietnam,2017,4,Apr,2017-04-01,39370
West Asia,2017,4,Apr,2017-04-01,12708
Africa,2017,5,May,2017-05-01,4787
Americas,2017,5,May,2017-05-01,54290
Australia,2017,5,May,2017-05-01,71970
Bangladesh,2017,5,May,2017-05-01,9548
Belgium & Luxembourg,2017,5,May,2017-05-01,1758
Brunei Darussalam,2017,5,May,2017-05-01,4645
Canada,2017,5,May,2017-05-01,7617
China,2017,5,May,2017-05-01,232361
Denmark,2017,5,May,2017-05-01,1671
Egypt,2017,5,May,2017-05-01,260
Europe,2017,5,May,2017-05-01,107646
Finland,2017,5,May,2017-05-01,1596
France,2017,5,May,2017-05-01,12333
Germany,2017,5,May,2017-05-01,17427
Greater China,2017,5,May,2017-05-01,298939
Hong Kong SAR,2017,5,May,2017-05-01,33784
India,2017,5,May,2017-05-01,172822
Indonesia,2017,5,May,2017-05-01,220534
Iran,2017,5,May,2017-05-01,1115
Israel,2017,5,May,2017-05-01,1627
Italy,2017,5,May,2017-05-01,4337
Japan,2017,5,May,2017-05-01,54012
Kuwait,2017,5,May,2017-05-01,314
Malaysia,2017,5,May,2017-05-01,90335
Mauritius,2017,5,May,2017-05-01,619
Myanmar,2017,5,May,2017-05-01,11705
Netherlands,2017,5,May,2017-05-01,5842
New Zealand,2017,5,May,2017-05-01,10261
North Asia,2017,5,May,2017-05-01,106798
Norway,2017,5,May,2017-05-01,1387
Oceania,2017,5,May,2017-05-01,83916
Other Markets In Africa,2017,5,May,2017-05-01,1597
Other Markets In Americas,2017,5,May,2017-05-01,5884
Other Markets In Europe,2017,5,May,2017-05-01,12624
Other Markets In Greater China,2017,5,May,2017-05-01,1702
Other Markets In North Asia,2017,5,May,2017-05-01,24
Other Markets In Oceania,2017,5,May,2017-05-01,1685
Other Markets In South Asia,2017,5,May,2017-05-01,2575
Other Markets In Southeast Asia,2017,5,May,2017-05-01,6736
Other Markets In West Asia,2017,5,May,2017-05-01,1414
Others,2017,5,May,2017-05-01,0
Pakistan,2017,5,May,2017-05-01,1383
Philippines,2017,5,May,2017-05-01,77671
Rep Of Ireland,2017,5,May,2017-05-01,1476
Russian Federation,2017,5,May,2017-05-01,5123
Saudi Arabia,2017,5,May,2017-05-01,594
South Africa (Rep Of),2017,5,May,2017-05-01,2311
South Asia,2017,5,May,2017-05-01,195198
South Korea,2017,5,May,2017-05-01,52762
Southeast Asia,2017,5,May,2017-05-01,502134
Spain,2017,5,May,2017-05-01,3244
Sri Lanka,2017,5,May,2017-05-01,8870
Sweden,2017,5,May,2017-05-01,2079
Switzerland,2017,5,May,2017-05-01,6683
Taiwan,2017,5,May,2017-05-01,31092
Thailand,2017,5,May,2017-05-01,47074
Total International Visitor Arrivals By Place Of Residence,2017,5,May,2017-05-01,1363897
USA,2017,5,May,2017-05-01,40789
United Arab Emirates,2017,5,May,2017-05-01,5125
United Kingdom,2017,5,May,2017-05-01,30066
Vietnam,2017,5,May,2017-05-01,43434
West Asia,2017,5,May,2017-05-01,10189
Africa,2017,6,Jun,2017-06-01,4427
Americas,2017,6,Jun,2017-06-01,64461
Australia,2017,6,Jun,2017-06-01,84840
Bangladesh,2017,6,Jun,2017-06-01,9972
Belgium & Luxembourg,2017,6,Jun,2017-06-01,1741
Brunei Darussalam,2017,6,Jun,2017-06-01,5758
Canada,2017,6,Jun,2017-06-01,6217
China,2017,6,Jun,2017-06-01,218118
Denmark,2017,6,Jun,2017-06-01,1685
Egypt,2017,6,Jun,2017-06-01,191
Europe,2017,6,Jun,2017-06-01,97934
Finland,2017,6,Jun,2017-06-01,1885
France,2017,6,Jun,2017-06-01,9643
Germany,2017,6,Jun,2017-06-01,16274
Greater China,2017,6,Jun,2017-06-01,283320
Hong Kong SAR,2017,6,Jun,2017-06-01,32684
India,2017,6,Jun,2017-06-01,136478
Indonesia,2017,6,Jun,2017-06-01,281171
Iran,2017,6,Jun,2017-06-01,1607
Israel,2017,6,Jun,2017-06-01,1171
Italy,2017,6,Jun,2017-06-01,4048
Japan,2017,6,Jun,2017-06-01,52932
Kuwait,2017,6,Jun,2017-06-01,576
Malaysia,2017,6,Jun,2017-06-01,102776
Mauritius,2017,6,Jun,2017-06-01,539
Myanmar,2017,6,Jun,2017-06-01,12144
Netherlands,2017,6,Jun,2017-06-01,4859
New Zealand,2017,6,Jun,2017-06-01,11805
North Asia,2017,6,Jun,2017-06-01,102427
Norway,2017,6,Jun,2017-06-01,2134
Oceania,2017,6,Jun,2017-06-01,98259
Other Markets In Africa,2017,6,Jun,2017-06-01,1761
Other Markets In Americas,2017,6,Jun,2017-06-01,5661
Other Markets In Europe,2017,6,Jun,2017-06-01,11227
Other Markets In Greater China,2017,6,Jun,2017-06-01,1863
Other Markets In North Asia,2017,6,Jun,2017-06-01,8
Other Markets In Oceania,2017,6,Jun,2017-06-01,1614
Other Markets In South Asia,2017,6,Jun,2017-06-01,2185
Other Markets In Southeast Asia,2017,6,Jun,2017-06-01,5851
Other Markets In West Asia,2017,6,Jun,2017-06-01,2071
Others,2017,6,Jun,2017-06-01,2
Pakistan,2017,6,Jun,2017-06-01,1421
Philippines,2017,6,Jun,2017-06-01,62002
Rep Of Ireland,2017,6,Jun,2017-06-01,1545
Russian Federation,2017,6,Jun,2017-06-01,3992
Saudi Arabia,2017,6,Jun,2017-06-01,640
South Africa (Rep Of),2017,6,Jun,2017-06-01,1936
South Asia,2017,6,Jun,2017-06-01,156862
South Korea,2017,6,Jun,2017-06-01,49487
Southeast Asia,2017,6,Jun,2017-06-01,567156
Spain,2017,6,Jun,2017-06-01,3305
Sri Lanka,2017,6,Jun,2017-06-01,6806
Sweden,2017,6,Jun,2017-06-01,2421
Switzerland,2017,6,Jun,2017-06-01,5201
Taiwan,2017,6,Jun,2017-06-01,30655
Thailand,2017,6,Jun,2017-06-01,34623
Total International Visitor Arrivals By Place Of Residence,2017,6,Jun,2017-06-01,1387601
USA,2017,6,Jun,2017-06-01,52583
United Arab Emirates,2017,6,Jun,2017-06-01,6688
United Kingdom,2017,6,Jun,2017-06-01,27974
Vietnam,2017,6,Jun,2017-06-01,62831
West Asia,2017,6,Jun,2017-06-01,12753
Africa,2017,7,Jul,2017-07-01,6948
Americas,2017,7,Jul,2017-07-01,66833
Australia,2017,7,Jul,2017-07-01,104873
Bangladesh,2017,7,Jul,2017-07-01,11416
Belgium & Luxembourg,2017,7,Jul,2017-07-01,4055
Brunei Darussalam,2017,7,Jul,2017-07-01,5625
Canada,2017,7,Jul,2017-07-01,7924
China,2017,7,Jul,2017-07-01,349654
Denmark,2017,7,Jul,2017-07-01,4278
Egypt,2017,7,Jul,2017-07-01,368
Europe,2017,7,Jul,2017-07-01,154203
Finland,2017,7,Jul,2017-07-01,1618
France,2017,7,Jul,2017-07-01,18255
Germany,2017,7,Jul,2017-07-01,21206
Greater China,2017,7,Jul,2017-07-01,455964
Hong Kong SAR,2017,7,Jul,2017-07-01,54124
India,2017,7,Jul,2017-07-01,97125
Indonesia,2017,7,Jul,2017-07-01,268010
Iran,2017,7,Jul,2017-07-01,1423
Israel,2017,7,Jul,2017-07-01,1807
Italy,2017,7,Jul,2017-07-01,6984
Japan,2017,7,Jul,2017-07-01,63193
Kuwait,2017,7,Jul,2017-07-01,1604
Malaysia,2017,7,Jul,2017-07-01,87138
Mauritius,2017,7,Jul,2017-07-01,1205
Myanmar,2017,7,Jul,2017-07-01,12619
Netherlands,2017,7,Jul,2017-07-01,10462
New Zealand,2017,7,Jul,2017-07-01,15358
North Asia,2017,7,Jul,2017-07-01,121532
Norway,2017,7,Jul,2017-07-01,3872
Oceania,2017,7,Jul,2017-07-01,122061
Other Markets In Africa,2017,7,Jul,2017-07-01,2475
Other Markets In Americas,2017,7,Jul,2017-07-01,5798
Other Markets In Europe,2017,7,Jul,2017-07-01,17131
Other Markets In Greater China,2017,7,Jul,2017-07-01,3699
Other Markets In North Asia,2017,7,Jul,2017-07-01,13
Other Markets In Oceania,2017,7,Jul,2017-07-01,1830
Other Markets In South Asia,2017,7,Jul,2017-07-01,3236
Other Markets In Southeast Asia,2017,7,Jul,2017-07-01,8495
Other Markets In West Asia,2017,7,Jul,2017-07-01,4562
Others,2017,7,Jul,2017-07-01,1
Pakistan,2017,7,Jul,2017-07-01,4160
Philippines,2017,7,Jul,2017-07-01,58727
Rep Of Ireland,2017,7,Jul,2017-07-01,2229
Russian Federation,2017,7,Jul,2017-07-01,4374
Saudi Arabia,2017,7,Jul,2017-07-01,1427
South Africa (Rep Of),2017,7,Jul,2017-07-01,2900
South Asia,2017,7,Jul,2017-07-01,123743
South Korea,2017,7,Jul,2017-07-01,58326
Southeast Asia,2017,7,Jul,2017-07-01,560387
Spain,2017,7,Jul,2017-07-01,6321
Sri Lanka,2017,7,Jul,2017-07-01,7806
Sweden,2017,7,Jul,2017-07-01,4027
Switzerland,2017,7,Jul,2017-07-01,10967
Taiwan,2017,7,Jul,2017-07-01,48487
Thailand,2017,7,Jul,2017-07-01,48620
Total International Visitor Arrivals By Place Of Residence,2017,7,Jul,2017-07-01,1632135
USA,2017,7,Jul,2017-07-01,53111
United Arab Emirates,2017,7,Jul,2017-07-01,9640
United Kingdom,2017,7,Jul,2017-07-01,38424
Vietnam,2017,7,Jul,2017-07-01,71153
West Asia,2017,7,Jul,2017-07-01,20463
Africa,2017,8,Aug,2017-08-01,6979
Americas,2017,8,Aug,2017-08-01,53414
Australia,2017,8,Aug,2017-08-01,75171
Bangladesh,2017,8,Aug,2017-08-01,9652
Belgium & Luxembourg,2017,8,Aug,2017-08-01,3249
Brunei Darussalam,2017,8,Aug,2017-08-01,4610
Canada,2017,8,Aug,2017-08-01,7808
China,2017,8,Aug,2017-08-01,357287
Denmark,2017,8,Aug,2017-08-01,2321
Egypt,2017,8,Aug,2017-08-01,373
Europe,2017,8,Aug,2017-08-01,179183
Finland,2017,8,Aug,2017-08-01,1294
France,2017,8,Aug,2017-08-01,23815
Germany,2017,8,Aug,2017-08-01,26590
Greater China,2017,8,Aug,2017-08-01,458502
Hong Kong SAR,2017,8,Aug,2017-08-01,55265
India,2017,8,Aug,2017-08-01,91551
Indonesia,2017,8,Aug,2017-08-01,217339
Iran,2017,8,Aug,2017-08-01,1724
Israel,2017,8,Aug,2017-08-01,1610
Italy,2017,8,Aug,2017-08-01,19114
Japan,2017,8,Aug,2017-08-01,94900
Kuwait,2017,8,Aug,2017-08-01,2124
Malaysia,2017,8,Aug,2017-08-01,91135
Mauritius,2017,8,Aug,2017-08-01,998
Myanmar,2017,8,Aug,2017-08-01,10934
Netherlands,2017,8,Aug,2017-08-01,10254
New Zealand,2017,8,Aug,2017-08-01,11197
North Asia,2017,8,Aug,2017-08-01,155871
Norway,2017,8,Aug,2017-08-01,1704
Oceania,2017,8,Aug,2017-08-01,88232
Other Markets In Africa,2017,8,Aug,2017-08-01,3382
Other Markets In Americas,2017,8,Aug,2017-08-01,4443
Other Markets In Europe,2017,8,Aug,2017-08-01,18688
Other Markets In Greater China,2017,8,Aug,2017-08-01,3799
Other Markets In North Asia,2017,8,Aug,2017-08-01,14
Other Markets In Oceania,2017,8,Aug,2017-08-01,1864
Other Markets In South Asia,2017,8,Aug,2017-08-01,2964
Other Markets In Southeast Asia,2017,8,Aug,2017-08-01,7401
Other Markets In West Asia,2017,8,Aug,2017-08-01,4064
Others,2017,8,Aug,2017-08-01,2
Pakistan,2017,8,Aug,2017-08-01,2159
Philippines,2017,8,Aug,2017-08-01,53539
Rep Of Ireland,2017,8,Aug,2017-08-01,1815
Russian Federation,2017,8,Aug,2017-08-01,4933
Saudi Arabia,2017,8,Aug,2017-08-01,1315
South Africa (Rep Of),2017,8,Aug,2017-08-01,2226
South Asia,2017,8,Aug,2017-08-01,118131
South Korea,2017,8,Aug,2017-08-01,60957
Southeast Asia,2017,8,Aug,2017-08-01,477817
Spain,2017,8,Aug,2017-08-01,11064
Sri Lanka,2017,8,Aug,2017-08-01,11805
Sweden,2017,8,Aug,2017-08-01,2443
Switzerland,2017,8,Aug,2017-08-01,8432
Taiwan,2017,8,Aug,2017-08-01,42151
Thailand,2017,8,Aug,2017-08-01,40993
Total International Visitor Arrivals By Place Of Residence,2017,8,Aug,2017-08-01,1559283
USA,2017,8,Aug,2017-08-01,41163
United Arab Emirates,2017,8,Aug,2017-08-01,10315
United Kingdom,2017,8,Aug,2017-08-01,43467
Vietnam,2017,8,Aug,2017-08-01,51866
West Asia,2017,8,Aug,2017-08-01,21152
Africa,2017,9,Sep,2017-09-01,5451
Americas,2017,9,Sep,2017-09-01,48313
Australia,2017,9,Sep,2017-09-01,100987
Bangladesh,2017,9,Sep,2017-09-01,11277
Belgium & Luxembourg,2017,9,Sep,2017-09-01,2500
Brunei Darussalam,2017,9,Sep,2017-09-01,5387
Canada,2017,9,Sep,2017-09-01,5999
China,2017,9,Sep,2017-09-01,226978
Denmark,2017,9,Sep,2017-09-01,2152
Egypt,2017,9,Sep,2017-09-01,339
Europe,2017,9,Sep,2017-09-01,138100
Finland,2017,9,Sep,2017-09-01,2076
France,2017,9,Sep,2017-09-01,11584
Germany,2017,9,Sep,2017-09-01,24858
Greater China,2017,9,Sep,2017-09-01,289803
Hong Kong SAR,2017,9,Sep,2017-09-01,31937
India,2017,9,Sep,2017-09-01,102262
Indonesia,2017,9,Sep,2017-09-01,216278
Iran,2017,9,Sep,2017-09-01,2840
Israel,2017,9,Sep,2017-09-01,1528
Italy,2017,9,Sep,2017-09-01,6568
Japan,2017,9,Sep,2017-09-01,69742
Kuwait,2017,9,Sep,2017-09-01,555
Malaysia,2017,9,Sep,2017-09-01,90837
Mauritius,2017,9,Sep,2017-09-01,639
Myanmar,2017,9,Sep,2017-09-01,9888
Netherlands,2017,9,Sep,2017-09-01,6902
New Zealand,2017,9,Sep,2017-09-01,12021
North Asia,2017,9,Sep,2017-09-01,117359
Norway,2017,9,Sep,2017-09-01,1721
Oceania,2017,9,Sep,2017-09-01,114853
Other Markets In Africa,2017,9,Sep,2017-09-01,1835
Other Markets In Americas,2017,9,Sep,2017-09-01,5480
Other Markets In Europe,2017,9,Sep,2017-09-01,15577
Other Markets In Greater China,2017,9,Sep,2017-09-01,1524
Other Markets In North Asia,2017,9,Sep,2017-09-01,15
Other Markets In Oceania,2017,9,Sep,2017-09-01,1845
Other Markets In South Asia,2017,9,Sep,2017-09-01,3490
