region,year,month,month_name,date,arrivals
USA,2016,3,Mar,2016-03-01,46658
United Arab Emirates,2016,3,Mar,2016-03-01,8349
United Kingdom,2016,3,Mar,2016-03-01,54800
Vietnam,2016,3,Mar,2016-03-01,33122
West Asia,2016,3,Mar,2016-03-01,20822
Africa,2016,4,Apr,2016-04-01,6308
Americas,2016,4,Apr,2016-04-01,52570
Australia,2016,4,Apr,2016-04-01,93320
Bangladesh,2016,4,Apr,2016-04-01,10303
Belgium & Luxembourg,2016,4,Apr,2016-04-01,2411
Brunei Darussalam,2016,4,Apr,2016-04-01,5466
Canada,2016,4,Apr,2016-04-01,7598
China,2016,4,Apr,2016-04-01,269560
Denmark,2016,4,Apr,2016-04-01,2273
Egypt,2016,4,Apr,2016-04-01,410
Europe,2016,4,Apr,2016-04-01,141925
Finland,2016,4,Apr,2016-04-01,1889
France,2016,4,Apr,2016-04-01,16628
Germany,2016,4,Apr,2016-04-01,21371
Greater China,2016,4,Apr,2016-04-01,346908
Hong Kong SAR,2016,4,Apr,2016-04-01,42712
India,2016,4,Apr,2016-04-01,94578
Indonesia,2016,4,Apr,2016-04-01,215353
Iran,2016,4,Apr,2016-04-01,819
Israel,2016,4,Apr,2016-04-01,1270
Italy,2016,4,Apr,2016-04-01,5783
Japan,2016,4,Apr,2016-04-01,49613
Kuwait,2016,4,Apr,2016-04-01,404
Malaysia,2016,4,Apr,2016-04-01,97070
Mauritius,2016,4,Apr,2016-04-01,1196
Myanmar,2016,4,Apr,2016-04-01,14495
Netherlands,2016,4,Apr,2016-04-01,6362
New Zealand,2016,4,Apr,2016-04-01,10042
North Asia,2016,4,Apr,2016-04-01,91011
Norway,2016,4,Apr,2016-04-01,2267
Oceania,2016,4,Apr,2016-04-01,105445
Other Markets In Africa,2016,4,Apr,2016-04-01,1647
Other Markets In Americas,2016,4,Apr,2016-04-01,5617
Other Markets In Europe,2016,4,Apr,2016-04-01,15509
Other Markets In Greater China,2016,4,Apr,2016-04-01,1529
Other Markets In North Asia,2016,4,Apr,2016-04-01,42
Other Markets In Oceania,2016,4,Apr,2016-04-01,2083
Other Markets In South Asia,2016,4,Apr,2016-04-01,2454
Other Markets In Southeast Asia,2016,4,Apr,2016-04-01,8517
Other Markets In West Asia,2016,4,Apr,2016-04-01,2270
Others,2016,4,Apr,2016-04-01,1
Pakistan,2016,4,Apr,2016-04-01,1439
Philippines,2016,4,Apr,2016-04-01,74245
Rep Of Ireland,2016,4,Apr,2016-04-01,1406
Russian Federation,2016,4,Apr,2016-04-01,4961
Saudi Arabia,2016,4,Apr,2016-04-01,789
South Africa (Rep Of),2016,4,Apr,2016-04-01,3055
South Asia,2016,4,Apr,2016-04-01,121482
South Korea,2016,4,Apr,2016-04-01,41356
Southeast Asia,2016,4,Apr,2016-04-01,516058
Spain,2016,4,Apr,2016-04-01,3156
Sri Lanka,2016,4,Apr,2016-04-01,12708
Sweden,2016,4,Apr,2016-04-01,3165
Switzerland,2016,4,Apr,2016-04-01,9192
Taiwan,2016,4,Apr,2016-04-01,33107
Thailand,2016,4,Apr,2016-04-01,62514
Total International Visitor Arrivals By Place Of Residence,2016,4,Apr,2016-04-01,1393972
USA,2016,4,Apr,2016-04-01,39355
United Arab Emirates,2016,4,Apr,2016-04-01,6712
United Kingdom,2016,4,Apr,2016-04-01,45552
Vietnam,2016,4,Apr,2016-04-01,38398
West Asia,2016,4,Apr,2016-04-01,12264
Africa,2016,5,May,2016-05-01,4941
Americas,2016,5,May,2016-05-01,50578
Australia,2016,5,May,2016-05-01,64175
Bangladesh,2016,5,May,2016-05-01,10700
Belgium & Luxembourg,2016,5,May,2016-05-01,1848
Brunei Darussalam,2016,5,May,2016-05-01,5768
Canada,2016,5,May,2016-05-01,7211
China,2016,5,May,2016-05-01,234089
Denmark,2016,5,May,2016-05-01,1618
Egypt,2016,5,May,2016-05-01,424
Europe,2016,5,May,2016-05-01,103933
Finland,2016,5,May,2016-05-01,1490
France,2016,5,May,2016-05-01,11789
Germany,2016,5,May,2016-05-01,17868
Greater China,2016,5,May,2016-05-01,304453
Hong Kong SAR,2016,5,May,2016-05-01,39959
India,2016,5,May,2016-05-01,141986
Indonesia,2016,5,May,2016-05-01,258606
Iran,2016,5,May,2016-05-01,1198
Israel,2016,5,May,2016-05-01,1371
Italy,2016,5,May,2016-05-01,4300
Japan,2016,5,May,2016-05-01,55006
Kuwait,2016,5,May,2016-05-01,549
Malaysia,2016,5,May,2016-05-01,92668
Mauritius,2016,5,May,2016-05-01,621
Myanmar,2016,5,May,2016-05-01,9470
Netherlands,2016,5,May,2016-05-01,6273
New Zealand,2016,5,May,2016-05-01,9715
North Asia,2016,5,May,2016-05-01,99965
Norway,2016,5,May,2016-05-01,1849
Oceania,2016,5,May,2016-05-01,75598
Other Markets In Africa,2016,5,May,2016-05-01,1694
Other Markets In Americas,2016,5,May,2016-05-01,4945
Other Markets In Europe,2016,5,May,2016-05-01,11809
Other Markets In Greater China,2016,5,May,2016-05-01,1596
Other Markets In North Asia,2016,5,May,2016-05-01,27
Other Markets In Oceania,2016,5,May,2016-05-01,1708
Other Markets In South Asia,2016,5,May,2016-05-01,2628
Other Markets In Southeast Asia,2016,5,May,2016-05-01,6260
Other Markets In West Asia,2016,5,May,2016-05-01,1871
Others,2016,5,May,2016-05-01,0
Pakistan,2016,5,May,2016-05-01,1824
Philippines,2016,5,May,2016-05-01,76646
Rep Of Ireland,2016,5,May,2016-05-01,1349
Russian Federation,2016,5,May,2016-05-01,4411
Saudi Arabia,2016,5,May,2016-05-01,1049
South Africa (Rep Of),2016,5,May,2016-05-01,2202
South Asia,2016,5,May,2016-05-01,164572
South Korea,2016,5,May,2016-05-01,44932
Southeast Asia,2016,5,May,2016-05-01,541795
Spain,2016,5,May,2016-05-01,2973
Sri Lanka,2016,5,May,2016-05-01,7434
Sweden,2016,5,May,2016-05-01,2063
Switzerland,2016,5,May,2016-05-01,6626
Taiwan,2016,5,May,2016-05-01,28809
Thailand,2016,5,May,2016-05-01,52331
Total International Visitor Arrivals By Place Of Residence,2016,5,May,2016-05-01,1357543
USA,2016,5,May,2016-05-01,38422
United Arab Emirates,2016,5,May,2016-05-01,5670
United Kingdom,2016,5,May,2016-05-01,27667
Vietnam,2016,5,May,2016-05-01,40046
West Asia,2016,5,May,2016-05-01,11708
Africa,2016,6,Jun,2016-06-01,3932
Americas,2016,6,Jun,2016-06-01,56233
Australia,2016,6,Jun,2016-06-01,77805
Bangladesh,2016,6,Jun,2016-06-01,8949
Belgium & Luxembourg,2016,6,Jun,2016-06-01,1586
Brunei Darussalam,2016,6,Jun,2016-06-01,5061
Canada,2016,6,Jun,2016-06-01,5360
China,2016,6,Jun,2016-06-01,221614
Denmark,2016,6,Jun,2016-06-01,1515
Egypt,2016,6,Jun,2016-06-01,197
Europe,2016,6,Jun,2016-06-01,86155
Finland,2016,6,Jun,2016-06-01,1434
France,2016,6,Jun,2016-06-01,8954
Germany,2016,6,Jun,2016-06-01,13776
Greater China,2016,6,Jun,2016-06-01,302687
Hong Kong SAR,2016,6,Jun,2016-06-01,42330
India,2016,6,Jun,2016-06-01,112026
Indonesia,2016,6,Jun,2016-06-01,235444
Iran,2016,6,Jun,2016-06-01,972
Israel,2016,6,Jun,2016-06-01,1007
Italy,2016,6,Jun,2016-06-01,4272
Japan,2016,6,Jun,2016-06-01,54993
Kuwait,2016,6,Jun,2016-06-01,259
Malaysia,2016,6,Jun,2016-06-01,91901
Mauritius,2016,6,Jun,2016-06-01,579
Myanmar,2016,6,Jun,2016-06-01,9731
Netherlands,2016,6,Jun,2016-06-01,4510
New Zealand,2016,6,Jun,2016-06-01,10862
North Asia,2016,6,Jun,2016-06-01,98803
Norway,2016,6,Jun,2016-06-01,1887
Oceania,2016,6,Jun,2016-06-01,90417
Other Markets In Africa,2016,6,Jun,2016-06-01,1324
Other Markets In Americas,2016,6,Jun,2016-06-01,4718
Other Markets In Europe,2016,6,Jun,2016-06-01,9460
Other Markets In Greater China,2016,6,Jun,2016-06-01,2025
Other Markets In North Asia,2016,6,Jun,2016-06-01,44
Other Markets In Oceania,2016,6,Jun,2016-06-01,1750
Other Markets In South Asia,2016,6,Jun,2016-06-01,2254
Other Markets In Southeast Asia,2016,6,Jun,2016-06-01,5215
Other Markets In West Asia,2016,6,Jun,2016-06-01,1412
Others,2016,6,Jun,2016-06-01,1
Pakistan,2016,6,Jun,2016-06-01,1196
Philippines,2016,6,Jun,2016-06-01,56702
Rep Of Ireland,2016,6,Jun,2016-06-01,1579
Russian Federation,2016,6,Jun,2016-06-01,3486
Saudi Arabia,2016,6,Jun,2016-06-01,501
South Africa (Rep Of),2016,6,Jun,2016-06-01,1832
South Asia,2016,6,Jun,2016-06-01,130189
South Korea,2016,6,Jun,2016-06-01,43766
Southeast Asia,2016,6,Jun,2016-06-01,493485
Spain,2016,6,Jun,2016-06-01,2541
Sri Lanka,2016,6,Jun,2016-06-01,5764
Sweden,2016,6,Jun,2016-06-01,1963
Switzerland,2016,6,Jun,2016-06-01,4779
Taiwan,2016,6,Jun,2016-06-01,36718
Thailand,2016,6,Jun,2016-06-01,36982
Total International Visitor Arrivals By Place Of Residence,2016,6,Jun,2016-06-01,1270531
USA,2016,6,Jun,2016-06-01,46155
United Arab Emirates,2016,6,Jun,2016-06-01,4478
United Kingdom,2016,6,Jun,2016-06-01,24413
Vietnam,2016,6,Jun,2016-06-01,52449
West Asia,2016,6,Jun,2016-06-01,8629
Africa,2016,7,Jul,2016-07-01,6165
Americas,2016,7,Jul,2016-07-01,59258
Australia,2016,7,Jul,2016-07-01,103689
Bangladesh,2016,7,Jul,2016-07-01,12303
Belgium & Luxembourg,2016,7,Jul,2016-07-01,3310
Brunei Darussalam,2016,7,Jul,2016-07-01,6409
Canada,2016,7,Jul,2016-07-01,7547
China,2016,7,Jul,2016-07-01,311124
Denmark,2016,7,Jul,2016-07-01,3506
Egypt,2016,7,Jul,2016-07-01,340
Europe,2016,7,Jul,2016-07-01,140279
Finland,2016,7,Jul,2016-07-01,1586
France,2016,7,Jul,2016-07-01,16844
Germany,2016,7,Jul,2016-07-01,19327
Greater China,2016,7,Jul,2016-07-01,430751
Hong Kong SAR,2016,7,Jul,2016-07-01,69847
India,2016,7,Jul,2016-07-01,87919
Indonesia,2016,7,Jul,2016-07-01,319759
Iran,2016,7,Jul,2016-07-01,1529
Israel,2016,7,Jul,2016-07-01,1446
Italy,2016,7,Jul,2016-07-01,6093
Japan,2016,7,Jul,2016-07-01,64715
Kuwait,2016,7,Jul,2016-07-01,1946
Malaysia,2016,7,Jul,2016-07-01,100397
Mauritius,2016,7,Jul,2016-07-01,823
Myanmar,2016,7,Jul,2016-07-01,9937
Netherlands,2016,7,Jul,2016-07-01,9454
New Zealand,2016,7,Jul,2016-07-01,14548
North Asia,2016,7,Jul,2016-07-01,119480
Norway,2016,7,Jul,2016-07-01,3166
Oceania,2016,7,Jul,2016-07-01,119907
Other Markets In Africa,2016,7,Jul,2016-07-01,2196
Other Markets In Americas,2016,7,Jul,2016-07-01,4622
Other Markets In Europe,2016,7,Jul,2016-07-01,14800
Other Markets In Greater China,2016,7,Jul,2016-07-01,3089
Other Markets In North Asia,2016,7,Jul,2016-07-01,65
Other Markets In Oceania,2016,7,Jul,2016-07-01,1670
Other Markets In South Asia,2016,7,Jul,2016-07-01,3064
Other Markets In Southeast Asia,2016,7,Jul,2016-07-01,6195
Other Markets In West Asia,2016,7,Jul,2016-07-01,5880
Others,2016,7,Jul,2016-07-01,0
Pakistan,2016,7,Jul,2016-07-01,3823
Philippines,2016,7,Jul,2016-07-01,55005
Rep Of Ireland,2016,7,Jul,2016-07-01,2006
Russian Federation,2016,7,Jul,2016-07-01,4349
Saudi Arabia,2016,7,Jul,2016-07-01,2278
South Africa (Rep Of),2016,7,Jul,2016-07-01,2806
South Asia,2016,7,Jul,2016-07-01,115028
South Korea,2016,7,Jul,2016-07-01,54700
Southeast Asia,2016,7,Jul,2016-07-01,607290
Spain,2016,7,Jul,2016-07-01,4973
Sri Lanka,2016,7,Jul,2016-07-01,7919
Sweden,2016,7,Jul,2016-07-01,2991
Switzerland,2016,7,Jul,2016-07-01,10602
Taiwan,2016,7,Jul,2016-07-01,46691
Thailand,2016,7,Jul,2016-07-01,49788
Total International Visitor Arrivals By Place Of Residence,2016,7,Jul,2016-07-01,1622405
USA,2016,7,Jul,2016-07-01,47089
United Arab Emirates,2016,7,Jul,2016-07-01,11168
United Kingdom,2016,7,Jul,2016-07-01,37272
Vietnam,2016,7,Jul,2016-07-01,59800
West Asia,2016,7,Jul,2016-07-01,24247
Africa,2016,8,Aug,2016-08-01,6478
Americas,2016,8,Aug,2016-08-01,48661
Australia,2016,8,Aug,2016-08-01,78888
Bangladesh,2016,8,Aug,2016-08-01,9694
Belgium & Luxembourg,2016,8,Aug,2016-08-01,3147
Brunei Darussalam,2016,8,Aug,2016-08-01,4665
Canada,2016,8,Aug,2016-08-01,6896
China,2016,8,Aug,2016-08-01,315548
Denmark,2016,8,Aug,2016-08-01,1940
Egypt,2016,8,Aug,2016-08-01,462
Europe,2016,8,Aug,2016-08-01,167971
Finland,2016,8,Aug,2016-08-01,1114
France,2016,8,Aug,2016-08-01,23795
Germany,2016,8,Aug,2016-08-01,25895
Greater China,2016,8,Aug,2016-08-01,433176
Hong Kong SAR,2016,8,Aug,2016-08-01,70842
India,2016,8,Aug,2016-08-01,80977
Indonesia,2016,8,Aug,2016-08-01,210626
Iran,2016,8,Aug,2016-08-01,1901
Israel,2016,8,Aug,2016-08-01,1556
Italy,2016,8,Aug,2016-08-01,16139
Japan,2016,8,Aug,2016-08-01,93619
Kuwait,2016,8,Aug,2016-08-01,2224
Malaysia,2016,8,Aug,2016-08-01,81655
Mauritius,2016,8,Aug,2016-08-01,882
Myanmar,2016,8,Aug,2016-08-01,8012
Netherlands,2016,8,Aug,2016-08-01,9452
New Zealand,2016,8,Aug,2016-08-01,11873
North Asia,2016,8,Aug,2016-08-01,155678
Norway,2016,8,Aug,2016-08-01,1668
Oceania,2016,8,Aug,2016-08-01,92290
Other Markets In Africa,2016,8,Aug,2016-08-01,2852
Other Markets In Americas,2016,8,Aug,2016-08-01,3649
Other Markets In Europe,2016,8,Aug,2016-08-01,16040
Other Markets In Greater China,2016,8,Aug,2016-08-01,4512
Other Markets In North Asia,2016,8,Aug,2016-08-01,41
Other Markets In Oceania,2016,8,Aug,2016-08-01,1529
Other Markets In South Asia,2016,8,Aug,2016-08-01,2971
Other Markets In Southeast Asia,2016,8,Aug,2016-08-01,6225
Other Markets In West Asia,2016,8,Aug,2016-08-01,4956
Others,2016,8,Aug,2016-08-01,0
Pakistan,2016,8,Aug,2016-08-01,2494
Philippines,2016,8,Aug,2016-08-01,50362
Rep Of Ireland,2016,8,Aug,2016-08-01,1443
Russian Federation,2016,8,Aug,2016-08-01,5002
Saudi Arabia,2016,8,Aug,2016-08-01,2074
South Africa (Rep Of),2016,8,Aug,2016-08-01,2282
South Asia,2016,8,Aug,2016-08-01,107278
South Korea,2016,8,Aug,2016-08-01,62018
Southeast Asia,2016,8,Aug,2016-08-01,447752
Spain,2016,8,Aug,2016-08-01,8652
Sri Lanka,2016,8,Aug,2016-08-01,11142
Sweden,2016,8,Aug,2016-08-01,1908
Switzerland,2016,8,Aug,2016-08-01,8475
Taiwan,2016,8,Aug,2016-08-01,42274
Thailand,2016,8,Aug,2016-08-01,39434
Total International Visitor Arrivals By Place Of Residence,2016,8,Aug,2016-08-01,1481876
USA,2016,8,Aug,2016-08-01,38116
United Arab Emirates,2016,8,Aug,2016-08-01,9881
United Kingdom,2016,8,Aug,2016-08-01,43301
Vietnam,2016,8,Aug,2016-08-01,46773
West Asia,2016,8,Aug,2016-08-01,22592
Africa,2016,9,Sep,2016-09-01,5308
Americas,2016,9,Sep,2016-09-01,42901
Australia,2016,9,Sep,2016-09-01,92210
Bangladesh,2016,9,Sep,2016-09-01,10081
Belgium & Luxembourg,2016,9,Sep,2016-09-01,2282
Brunei Darussalam,2016,9,Sep,2016-09-01,5551
Canada,2016,9,Sep,2016-09-01,5257
China,2016,9,Sep,2016-09-01,170204
Denmark,2016,9,Sep,2016-09-01,1891
Egypt,2016,9,Sep,2016-09-01,448
Europe,2016,9,Sep,2016-09-01,123106
Finland,2016,9,Sep,2016-09-01,1688
France,2016,9,Sep,2016-09-01,11176
Germany,2016,9,Sep,2016-09-01,22567
Greater China,2016,9,Sep,2016-09-01,232061
Hong Kong SAR,2016,9,Sep,2016-09-01,30252
India,2016,9,Sep,2016-09-01,75074
Indonesia,2016,9,Sep,2016-09-01,186610
Iran,2016,9,Sep,2016-09-01,2534
Israel,2016,9,Sep,2016-09-01,1639
Italy,2016,9,Sep,2016-09-01,5731
Japan,2016,9,Sep,2016-09-01,68997
Kuwait,2016,9,Sep,2016-09-01,1399
Malaysia,2016,9,Sep,2016-09-01,93519
Mauritius,2016,9,Sep,2016-09-01,688
Myanmar,2016,9,Sep,2016-09-01,7102
Netherlands,2016,9,Sep,2016-09-01,6078
New Zealand,2016,9,Sep,2016-09-01,11514
North Asia,2016,9,Sep,2016-09-01,106835
Norway,2016,9,Sep,2016-09-01,1651
Oceania,2016,9,Sep,2016-09-01,105400
Other Markets In Africa,2016,9,Sep,2016-09-01,1742
Other Markets In Americas,2016,9,Sep,2016-09-01,4382
Other Markets In Europe,2016,9,Sep,2016-09-01,14129
Other Markets In Greater China,2016,9,Sep,2016-09-01,1338
Other Markets In North Asia,2016,9,Sep,2016-09-01,96
Other Markets In Oceania,2016,9,Sep,2016-09-01,1676
Other Markets In South Asia,2016,9,Sep,2016-09-01,2622
Other Markets In Southeast Asia,2016,9,Sep,2016-09-01,4904
Other Markets In West Asia,2016,9,Sep,2016-09-01,3006
Others,2016,9,Sep,2016-09-01,0
Pakistan,2016,9,Sep,2016-09-01,1893
Philippines,2016,9,Sep,2016-09-01,45804
Rep Of Ireland,2016,9,Sep,2016-09-01,1425
Russian Federation,2016,9,Sep,2016-09-01,4503
Saudi Arabia,2016,9,Sep,2016-09-01,1750
South Africa (Rep Of),2016,9,Sep,2016-09-01,2430
South Asia,2016,9,Sep,2016-09-01,97415
South Korea,2016,9,Sep,2016-09-01,37742
Southeast Asia,2016,9,Sep,2016-09-01,413178
Spain,2016,9,Sep,2016-09-01,4377
Sri Lanka,2016,9,Sep,2016-09-01,7745
Sweden,2016,9,Sep,2016-09-01,2076
Switzerland,2016,9,Sep,2016-09-01,7003
Taiwan,2016,9,Sep,2016-09-01,30267
Thailand,2016,9,Sep,2016-09-01,36911
Total International Visitor Arrivals By Place Of Residence,2016,9,Sep,2016-09-01,1144063
USA,2016,9,Sep,2016-09-01,33262
United Arab Emirates,2016,9,Sep,2016-09-01,7531
United Kingdom,2016,9,Sep,2016-09-01,36529
Vietnam,2016,9,Sep,2016-09-01,32777
West Asia,2016,9,Sep,2016-09-01,17859
Africa,2016,10,Oct,2016-10-01,6015
Americas,2016,10,Oct,2016-10-01,53083
Australia,2016,10,Oct,2016-10-01,85395
Bangladesh,2016,10,Oct,2016-10-01,10078
Belgium & Luxembourg,2016,10,Oct,2016-10-01,2565
Brunei Darussalam,2016,10,Oct,2016-10-01,4022
Canada,2016,10,Oct,2016-10-01,7170
China,2016,10,Oct,2016-10-01,173185
Denmark,2016,10,Oct,2016-10-01,2795
Egypt,2016,10,Oct,2016-10-01,370
Europe,2016,10,Oct,2016-10-01,149426
Finland,2016,10,Oct,2016-10-01,2725
France,2016,10,Oct,2016-10-01,14543
Germany,2016,10,Oct,2016-10-01,27153
Greater China,2016,10,Oct,2016-10-01,232317
Hong Kong SAR,2016,10,Oct,2016-10-01,31512
India,2016,10,Oct,2016-10-01,94649
Indonesia,2016,10,Oct,2016-10-01,213070
Iran,2016,10,Oct,2016-10-01,1718
Israel,2016,10,Oct,2016-10-01,2232
Italy,2016,10,Oct,2016-10-01,5336
Japan,2016,10,Oct,2016-10-01,62858
Kuwait,2016,10,Oct,2016-10-01,372
Malaysia,2016,10,Oct,2016-10-01,92736
Mauritius,2016,10,Oct,2016-10-01,1013
Myanmar,2016,10,Oct,2016-10-01,8218
Netherlands,2016,10,Oct,2016-10-01,6602
New Zealand,2016,10,Oct,2016-10-01,10961
North Asia,2016,10,Oct,2016-10-01,97212
Norway,2016,10,Oct,2016-10-01,2286
Oceania,2016,10,Oct,2016-10-01,97974
Other Markets In Africa,2016,10,Oct,2016-10-01,1823
Other Markets In Americas,2016,10,Oct,2016-10-01,5636
Other Markets In Europe,2016,10,Oct,2016-10-01,15829
Other Markets In Greater China,2016,10,Oct,2016-10-01,1350
Other Markets In North Asia,2016,10,Oct,2016-10-01,8
Other Markets In Oceania,2016,10,Oct,2016-10-01,1618
Other Markets In South Asia,2016,10,Oct,2016-10-01,4580
Other Markets In Southeast Asia,2016,10,Oct,2016-10-01,5342
Other Markets In West Asia,2016,10,Oct,2016-10-01,1570
Others,2016,10,Oct,2016-10-01,0
Pakistan,2016,10,Oct,2016-10-01,1901
Philippines,2016,10,Oct,2016-10-01,57924
Rep Of Ireland,2016,10,Oct,2016-10-01,1693
Russian Federation,2016,10,Oct,2016-10-01,6006
Saudi Arabia,2016,10,Oct,2016-10-01,598
South Africa (Rep Of),2016,10,Oct,2016-10-01,2809
South Asia,2016,10,Oct,2016-10-01,119033
South Korea,2016,10,Oct,2016-10-01,34346
Southeast Asia,2016,10,Oct,2016-10-01,471598
Spain,2016,10,Oct,2016-10-01,4166
Sri Lanka,2016,10,Oct,2016-10-01,7825
Sweden,2016,10,Oct,2016-10-01,3422
Switzerland,2016,10,Oct,2016-10-01,10464
Taiwan,2016,10,Oct,2016-10-01,26270
Thailand,2016,10,Oct,2016-10-01,58094
Total International Visitor Arrivals By Place Of Residence,2016,10,Oct,2016-10-01,1237675
USA,2016,10,Oct,2016-10-01,40277
United Arab Emirates,2016,10,Oct,2016-10-01,4527
United Kingdom,2016,10,Oct,2016-10-01,43841
Vietnam,2016,10,Oct,2016-10-01,32192
West Asia,2016,10,Oct,2016-10-01,11017
Africa,2016,11,Nov,2016-11-01,6478
Americas,2016,11,Nov,2016-11-01,60401
Australia,2016,11,Nov,2016-11-01,73308
Bangladesh,2016,11,Nov,2016-11-01,9830
Belgium & Luxembourg,2016,11,Nov,2016-11-01,2491
Brunei Darussalam,2016,11,Nov,2016-11-01,5256
Canada,2016,11,Nov,2016-11-01,9104
China,2016,11,Nov,2016-11-01,193984
Denmark,2016,11,Nov,2016-11-01,2273
Egypt,2016,11,Nov,2016-11-01,350
Europe,2016,11,Nov,2016-11-01,144990
Finland,2016,11,Nov,2016-11-01,2390
France,2016,11,Nov,2016-11-01,12615
Germany,2016,11,Nov,2016-11-01,28441
Greater China,2016,11,Nov,2016-11-01,247733
Hong Kong SAR,2016,11,Nov,2016-11-01,30832
India,2016,11,Nov,2016-11-01,90734
Indonesia,2016,11,Nov,2016-11-01,219845
Iran,2016,11,Nov,2016-11-01,1632
Israel,2016,11,Nov,2016-11-01,1729
Italy,2016,11,Nov,2016-11-01,5425
Japan,2016,11,Nov,2016-11-01,64466
Kuwait,2016,11,Nov,2016-11-01,365
Malaysia,2016,11,Nov,2016-11-01,101549
Mauritius,2016,11,Nov,2016-11-01,2478
Myanmar,2016,11,Nov,2016-11-01,7648
Netherlands,2016,11,Nov,2016-11-01,6777
New Zealand,2016,11,Nov,2016-11-01,8529
North Asia,2016,11,Nov,2016-11-01,100810
Norway,2016,11,Nov,2016-11-01,2440
Oceania,2016,11,Nov,2016-11-01,83536
Other Markets In Africa,2016,11,Nov,2016-11-01,1558
Other Markets In Americas,2016,11,Nov,2016-11-01,6326
Other Markets In Europe,2016,11,Nov,2016-11-01,16685
Other Markets In Greater China,2016,11,Nov,2016-11-01,1349
Other Markets In North Asia,2016,11,Nov,2016-11-01,30
Other Markets In Oceania,2016,11,Nov,2016-11-01,1699
Other Markets In South Asia,2016,11,Nov,2016-11-01,3057
Other Markets In Southeast Asia,2016,11,Nov,2016-11-01,6834
Other Markets In West Asia,2016,11,Nov,2016-11-01,1629
Others,2016,11,Nov,2016-11-01,1
Pakistan,2016,11,Nov,2016-11-01,1473
Philippines,2016,11,Nov,2016-11-01,55814
Rep Of Ireland,2016,11,Nov,2016-11-01,1453
Russian Federation,2016,11,Nov,2016-11-01,7286
Saudi Arabia,2016,11,Nov,2016-11-01,1123
South Africa (Rep Of),2016,11,Nov,2016-11-01,2092
South Asia,2016,11,Nov,2016-11-01,114255
South Korea,2016,11,Nov,2016-11-01,36314
Southeast Asia,2016,11,Nov,2016-11-01,465948
Spain,2016,11,Nov,2016-11-01,4088
Sri Lanka,2016,11,Nov,2016-11-01,9161
Sweden,2016,11,Nov,2016-11-01,4142
Switzerland,2016,11,Nov,2016-11-01,8766
Taiwan,2016,11,Nov,2016-11-01,21568
Thailand,2016,11,Nov,2016-11-01,35520
Total International Visitor Arrivals By Place Of Residence,2016,11,Nov,2016-11-01,1235433
USA,2016,11,Nov,2016-11-01,44971
United Arab Emirates,2016,11,Nov,2016-11-01,4803
United Kingdom,2016,11,Nov,2016-11-01,39718
Vietnam,2016,11,Nov,2016-11-01,33482
West Asia,2016,11,Nov,2016-11-01,11281
Africa,2016,12,Dec,2016-12-01,10784
Americas,2016,12,Dec,2016-12-01,67650
Australia,2016,12,Dec,2016-12-01,100849
Bangladesh,2016,12,Dec,2016-12-01,10960
Belgium & Luxembourg,2016,12,Dec,2016-12-01,2166
Brunei Darussalam,2016,12,Dec,2016-12-01,10229
Canada,2016,12,Dec,2016-12-01,10047
China,2016,12,Dec,2016-12-01,226020
Denmark,2016,12,Dec,2016-12-01,2173
Egypt,2016,12,Dec,2016-12-01,338
Europe,2016,12,Dec,2016-12-01,150103
Finland,2016,12,Dec,2016-12-01,2750
France,2016,12,Dec,2016-12-01,11749
Germany,2016,12,Dec,2016-12-01,35176
Greater China,2016,12,Dec,2016-12-01,286667
Hong Kong SAR,2016,12,Dec,2016-12-01,36763
India,2016,12,Dec,2016-12-01,94323
Indonesia,2016,12,Dec,2016-12-01,329994
Iran,2016,12,Dec,2016-12-01,1391
Israel,2016,12,Dec,2016-12-01,1441
Italy,2016,12,Dec,2016-12-01,5656
Japan,2016,12,Dec,2016-12-01,62570
Kuwait,2016,12,Dec,2016-12-01,779
Malaysia,2016,12,Dec,2016-12-01,128897
Mauritius,2016,12,Dec,2016-12-01,2394
Myanmar,2016,12,Dec,2016-12-01,13691
Netherlands,2016,12,Dec,2016-12-01,6200
New Zealand,2016,12,Dec,2016-12-01,9994
North Asia,2016,12,Dec,2016-12-01,101187
Norway,2016,12,Dec,2016-12-01,2170
Oceania,2016,12,Dec,2016-12-01,113380
Other Markets In Africa,2016,12,Dec,2016-12-01,2747
Other Markets In Americas,2016,12,Dec,2016-12-01,7061
Other Markets In Europe,2016,12,Dec,2016-12-01,16492
Other Markets In Greater China,2016,12,Dec,2016-12-01,2430
Other Markets In North Asia,2016,12,Dec,2016-12-01,16
Other Markets In Oceania,2016,12,Dec,2016-12-01,2537
Other Markets In South Asia,2016,12,Dec,2016-12-01,4069
Other Markets In Southeast Asia,2016,12,Dec,2016-12-01,7204
Other Markets In West Asia,2016,12,Dec,2016-12-01,2900
Others,2016,12,Dec,2016-12-01,110
Pakistan,2016,12,Dec,2016-12-01,1947
Philippines,2016,12,Dec,2016-12-01,68624
Rep Of Ireland,2016,12,Dec,2016-12-01,1432
Russian Federation,2016,12,Dec,2016-12-01,7739
Saudi Arabia,2016,12,Dec,2016-12-01,809
South Africa (Rep Of),2016,12,Dec,2016-12-01,5305
South Asia,2016,12,Dec,2016-12-01,123606
South Korea,2016,12,Dec,2016-12-01,38601
Southeast Asia,2016,12,Dec,2016-12-01,637752
